"INCIDENT_KEY","OCCUR_DATE","OCCUR_TIME","BORO","LOC_OF_OCCUR_DESC","PRECINCT","JURISDICTION_CODE","LOC_CLASSFCTN_DESC","LOCATION_DESC","X_COORD_CD","Y_COORD_CD","Latitude","Longitude"
"217256578","08/31/2020","23:10:00","STATEN ISLAND","OUTSIDE","120","2","HOUSING","MULTI DWELL - PUBLIC HOUS","951456","170457","40.634484","-74.118152"
"26022840","12/31/2006","15:38:00","STATEN ISLAND","INSIDE","120","0","DWELLING","MULTI DWELL - APT BUILD","936721","172119","40.638985","-74.171253"
"24078700","08/29/2006","21:31:00","STATEN ISLAND","OUTSIDE","120","0","STREET","MULTI DWELL - APT BUILD","961577","163519","40.615478","-74.081664"
"24027562","08/23/2006","22:49:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"961193","163266","40.614783","-74.083048"
"23421803","07/17/2006","22:30:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"961139","165608","40.621211","-74.08325"
"9953257","01/02/2006","10:53:00","STATEN ISLAND","OUTSIDE","120","0","DWELLING","MULTI DWELL - APT BUILD","963024","171638","40.637768","-74.076477"
"270274906","06/22/2023","13:07:00","STATEN ISLAND","OUTSIDE","120","2","HOUSING","MULTI DWELL - PUBLIC HOUS","951319","171305","40.63681","-74.11865"
"283051133","03/01/2024","01:00:00","STATEN ISLAND","INSIDE","120","0","DWELLING","MULTI DWELL - APT BUILD","963011","168376","40.628815","-74.076516"
"275597027","10/06/2023","21:18:00","STATEN ISLAND","INSIDE","120","0","DWELLING","PVT HOUSE","961139","165608","40.621203","-74.083249"
"233147634","09/03/2021","00:56:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"960810","165311","40.620388","-74.084434"
"227089755","04/18/2021","19:10:00","STATEN ISLAND","OUTSIDE","120","2","HOUSING","MULTI DWELL - PUBLIC HOUS","960029","174205","40.644797","-74.087278"
"220603228","11/16/2020","18:55:00","STATEN ISLAND","INSIDE","120","0","STREET","MULTI DWELL - APT BUILD","961577","163519","40.61547","-74.081663"
"139015127","10/03/2014","22:48:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"960126","172813","40.640976","-74.086923"
"190699721","12/03/2018","19:30:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"961557","164190","40.61731096","-74.08173984"
"171509879","11/12/2017","02:45:00","STATEN ISLAND","INSIDE","120","0","DWELLING","MULTI DWELL - APT BUILD","962309","165151","40.619953","-74.079032"
"161304126","01/29/2017","02:00:00","STATEN ISLAND","INSIDE","120","0","DWELLING","MULTI DWELL - APT BUILD","961171","162476","40.612606","-74.083121"
"148364097","12/07/2015","22:05:00","STATEN ISLAND","INSIDE","120","0","DWELLING","PVT HOUSE","961698","168722","40.629753","-74.081245"
"143726436","06/15/2015","20:28:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"959783","171202","40.636554","-74.088152"
"142091387","04/12/2015","22:30:00","STATEN ISLAND","OUTSIDE","120","2","HOUSING","MULTI DWELL - PUBLIC HOUS","951319","171305","40.63681","-74.11865"
"139353967","10/25/2014","00:45:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"960775","165100","40.61980668","-74.08455975"
"93164824","10/20/2013","04:22:00","STATEN ISLAND","INSIDE","120","0","COMMERCIAL","BAR/NIGHT CLUB","962992","168514","40.629184","-74.076583"
"214925803","07/03/2020","02:50:00","STATEN ISLAND","OUTSIDE","121","0","STREET",,"947658","171770","40.63807","-74.131842"
"170184283","10/06/2017","22:00:00","STATEN ISLAND","OUTSIDE","121","0","STREET",,"938361","168951","40.63028911","-74.1653237"
"163401370","03/31/2017","20:40:00","STATEN ISLAND","OUTSIDE","121","0","STREET",,"943498","169847","40.632776","-74.146819"
"144358519","07/09/2015","05:25:00","STATEN ISLAND","OUTSIDE","121","0","STREET",,"947576","171979","40.638645","-74.13214"
"141304492","03/09/2015","17:30:00","STATEN ISLAND","INSIDE","121","0","DWELLING","MULTI DWELL - APT BUILD","936721","172119","40.638985","-74.171253"
"234208837","09/28/2021","15:28:00","STATEN ISLAND","OUTSIDE","121","0","STREET",,"938103","170307","40.63401","-74.16626"
"217843497","09/15/2020","08:46:00","STATEN ISLAND","OUTSIDE","121","0","STREET",,"938430","170972","40.63583667","-74.16508884"
"67960891","11/18/2009","07:00:00","STATEN ISLAND","OUTSIDE","122","0","STREET",,"965776","156263","40.595564","-74.06652"
"140628575","01/20/2015","22:15:00","STATEN ISLAND","OUTSIDE","122","0","STREET",,"965092","155703","40.594025","-74.068982"
"73806593","07/23/2010","02:17:00","STATEN ISLAND","INSIDE","122","0","DWELLING","PVT HOUSE","966031","157019","40.597647","-74.065604"
"25921477","12/24/2006","01:25:00","QUEENS","OUTSIDE","109","0","DWELLING","MULTI DWELL - APT BUILD","1030722","214404","40.755053","-73.832261"
"272103285","07/30/2023","03:50:00","QUEENS","OUTSIDE","110","0","COMMERCIAL","BAR/NIGHT CLUB","1016250","208615","40.739221","-73.884524"
"249233454","08/08/2022","20:07:00","QUEENS","OUTSIDE","110","0","STREET",,"1018440","211753","40.747826","-73.876604"
"217839091","09/14/2020","03:45:00","QUEENS","OUTSIDE","110","0","STREET",,"1017741","211574","40.747336","-73.879127"
"223505519","01/23/2021","21:15:00","QUEENS","OUTSIDE","110","0","STREET",,"1016435","211486","40.7471","-73.883841"
"220002825","11/01/2020","01:20:00","QUEENS","OUTSIDE","110","0","TAXI/LIVERY",,"1016572","210045","40.743143","-73.883354"
"74279272","08/22/2010","19:20:00","QUEENS","OUTSIDE","110","0","STREET",,"1023409","210379","40.74403161","-73.85868154"
"64529969","08/09/2009","01:30:00","QUEENS","OUTSIDE","110","0","STREET",,"1021803","207825","40.737037","-73.86449"
"32564594","06/21/2007","05:09:00","QUEENS","INSIDE","110","0","COMMERCIAL","RESTAURANT/DINER","1017622","211850","40.748101","-73.87956"
"35323545","10/27/2007","04:49:00","QUEENS","OUTSIDE","110","0","STREET","BAR/NIGHT CLUB","1018053","207768","40.736898","-73.878023"
"316739479","11/28/2025","00:50:00","QUEENS","OUTSIDE","110","0","STREET",,"1018977","211441","40.746974","-73.87467"
"243433248","04/10/2022","23:45:00","QUEENS","OUTSIDE","112","0","COMMERCIAL","BAR/NIGHT CLUB","1026818","201907","40.720763","-73.846429"
"247664545","07/06/2022","19:59:00","QUEENS","OUTSIDE","113","0","STREET",,"1039252","188572","40.68409241","-73.80168507"
"26475585","01/24/2007","20:52:00","QUEENS","OUTSIDE","113","0","STREET",,"1044630","191868","40.693114","-73.782263"
"23957541","08/20/2006","03:45:00","QUEENS","OUTSIDE","113","0","STREET","BAR/NIGHT CLUB","1048949","187897","40.682184","-73.766729"
"300197278","01/28/2025","14:54:00","QUEENS","OUTSIDE","113","0","STREET",,"1042234","185591","40.675902","-73.790958"
"59488166","03/11/2009","13:50:00","QUEENS","OUTSIDE","113","0","STREET",,"1039328","186422","40.67819069","-73.80142862"
"47792598","06/26/2008","01:45:00","QUEENS","OUTSIDE","113","0","STREET",,"1041856","186130","40.67737313","-73.79231701"
"44975419","03/31/2008","22:00:00","QUEENS","OUTSIDE","113","0","VEHICLE",,"1049991","194715","40.700889","-73.762905"
"44390705","03/09/2008","21:00:00","QUEENS","OUTSIDE","113","0","STREET","BAR/NIGHT CLUB","1050338","193043","40.696299","-73.761671"
"34647711","09/25/2007","12:48:00","QUEENS","OUTSIDE","113","0","STREET",,"1049654","195434","40.702866","-73.764112"
"35552369","11/06/2007","15:30:00","QUEENS","OUTSIDE","113","0","STREET",,"1048308","185402","40.675341","-73.769062"
"34755921","10/01/2007","09:49:00","QUEENS","OUTSIDE","113","0","STREET","PVT HOUSE","1039519","189666","40.687094","-73.800713"
"72155701","04/11/2010","03:10:00","QUEENS","OUTSIDE","113","0","STREET","MULTI DWELL - APT BUILD","1045319","187942","40.682334","-73.779816"
"71152635","02/07/2010","05:09:00","QUEENS","OUTSIDE","113","0","DWELLING","PVT HOUSE","1049929","187179","40.680197","-73.763202"
"68444177","12/02/2009","17:10:00","QUEENS","OUTSIDE","113","0","VEHICLE",,"1049856","194945","40.701513","-73.763387"
"69045874","12/19/2009","23:30:00","QUEENS","OUTSIDE","113","0","STREET",,"1043061","187597","40.68139178","-73.78795992"
"64344748","08/02/2009","03:13:00","QUEENS","OUTSIDE","113","0","STREET",,"1050065","195576","40.7032429","-73.76262952"
"64918202","08/20/2009","03:10:00","QUEENS","OUTSIDE","113","0","STREET","PVT HOUSE","1045988","188676","40.684343","-73.777397"
"60924263","04/19/2009","05:30:00","QUEENS","OUTSIDE","113","0","STREET","BAR/NIGHT CLUB","1050338","193043","40.696291","-73.761669"
"80580780","09/03/2011","23:44:00","QUEENS","OUTSIDE","113","0","STREET",,"1054327","193168","40.696609","-73.747281"
"79719092","07/08/2011","22:06:00","QUEENS","INSIDE","113","0","COMMERCIAL","GROCERY/BODEGA","1043538","190614","40.689679","-73.786214"
"75647143","11/19/2010","21:27:00","QUEENS","OUTSIDE","113","0","STREET",,"1042559","190546","40.689492","-73.789744"
"74962970","10/07/2010","13:45:00","QUEENS","OUTSIDE","113","0","STREET","PVT HOUSE","1049392","183620","40.670441","-73.765172"
"85992747","07/29/2012","20:12:00","QUEENS","OUTSIDE","113","0","STREET",,"1039554","183646","40.67056981","-73.80063661"
"86123400","08/06/2012","23:15:00","QUEENS","OUTSIDE","113","0","STREET",,"1044926","192251","40.694163","-73.781194"
"82230825","12/18/2011","03:50:00","QUEENS","OUTSIDE","113","0","VEHICLE",,"1046435","189891","40.687676","-73.775774"
"80620545","09/07/2011","03:50:00","QUEENS","OUTSIDE","113","0","VEHICLE",,"1052269","194402","40.70000389","-73.7546924"
"141680565","03/26/2015","14:47:00","QUEENS","OUTSIDE","113","0","STREET",,"1047796","194750","40.70099232","-73.77082072"
"137149305","06/09/2014","01:40:00","QUEENS","OUTSIDE","113","0","STREET",,"1047726","187712","40.681677","-73.771139"
"94267635","01/01/2014","01:16:00","QUEENS","INSIDE","113","0","DWELLING","PVT HOUSE","1041528","189745","40.6873","-73.793466"
"183189831","05/25/2018","17:50:00","QUEENS","OUTSIDE","113","0","STREET",,"1053177","194989","40.701611","-73.751411"
"188024180","09/25/2018","21:20:00","QUEENS","OUTSIDE","113","0","STREET",,"1050963","189412","40.68632","-73.75945"
"165724972","06/09/2017","23:18:00","QUEENS","OUTSIDE","113","0","STREET",,"1045670","193206","40.696772","-73.778502"
"166152717","06/16/2017","18:28:00","QUEENS","OUTSIDE","113","0","STREET",,"1050846","185389","40.675279","-73.759912"
"154254813","06/23/2016","03:20:00","QUEENS","INSIDE","113","0","DWELLING","MULTI DWELL - APT BUILD","1046089","185885","40.676673","-73.777055"
"153511449","05/29/2016","22:40:00","QUEENS","OUTSIDE","113","0","STREET",,"1042850","187479","40.681071","-73.788718"
"236761012","11/21/2021","03:10:00","QUEENS","OUTSIDE","113","0","STREET",,"1051611","191356","40.6916484","-73.7570959"
"229510496","06/14/2021","00:25:00","QUEENS","OUTSIDE","113","0","STREET",,"1050616","190264","40.68865864","-73.76069461"
"220154694","11/05/2020","13:19:00","QUEENS","OUTSIDE","113","0","STREET","PVT HOUSE","1043141","186052","40.677151","-73.787682"
"215225157","07/11/2020","20:12:00","QUEENS","OUTSIDE","113","0","STREET",,"1043505","190676","40.68983994","-73.78633203"
"214562241","06/24/2020","03:25:00","QUEENS","OUTSIDE","113","0","STREET","GROCERY/BODEGA","1044671","188113","40.6828","-73.78215"
"209685239","02/17/2020","22:28:00","QUEENS","OUTSIDE","113","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1044553","188700","40.684411","-73.782571"
"202770949","09/21/2019","22:49:00","QUEENS","OUTSIDE","113","0","STREET",,"1052349","190359","40.68890622","-73.75444476"
"293719752","09/22/2024","06:15:00","QUEENS","OUTSIDE","113","0","STREET",,"1048949","187897","40.682184","-73.766729"
"264262260","02/26/2023","18:06:00","QUEENS","OUTSIDE","113","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1044258","189029","40.685317","-73.78363"
"248602152","07/26/2022","22:13:00","QUEENS","OUTSIDE","113","0","DWELLING","PVT HOUSE","1051036","182958","40.668604","-73.759252"
"263429758","02/11/2023","02:32:00","QUEENS","OUTSIDE","114","0","STREET",,"1006592","218612","40.766689","-73.919342"
"33227809","07/22/2007","12:50:00","QUEENS","OUTSIDE","114","0","HOUSING","MULTI DWELL - APT BUILD","1002692","220879","40.77293","-73.933416"
"73822816","07/24/2010","04:57:00","QUEENS","OUTSIDE","114","0","STREET",,"1008216","222162","40.776437","-73.913467"
"69165725","12/22/2009","14:50:00","QUEENS","OUTSIDE","114","0","STREET","MULTI DWELL - PUBLIC HOUS","1009553","215223","40.757388","-73.908668"
"69729913","01/08/2010","23:35:00","QUEENS","OUTSIDE","114","0","TAXI/LIVERY",,"1001328","217528","40.763726","-73.938348"
"87052744","10/03/2012","22:30:00","QUEENS","OUTSIDE","114","2","HOUSING","MULTI DWELL - PUBLIC HOUS","999059","215127","40.757147","-73.946545"
"85518945","06/30/2012","03:40:00","QUEENS","OUTSIDE","114","0","STREET",,"1001897","212361","40.749552","-73.93631"
"84702242","05/11/2012","23:25:00","QUEENS","OUTSIDE","114","2","HOUSING","MULTI DWELL - PUBLIC HOUS","999584","214040","40.754155","-73.944651"
"82027582","12/05/2011","08:53:00","QUEENS","INSIDE","114","0","DWELLING","MULTI DWELL - APT BUILD","1009768","220726","40.772482","-73.907867"
"81042175","10/05/2011","15:00:00","QUEENS","INSIDE","114","0","DWELLING","MULTI DWELL - APT BUILD","1004430","221144","40.773645","-73.927139"
"200725653","08/05/2019","20:46:00","QUEENS","OUTSIDE","114","2","HOUSING","MULTI DWELL - PUBLIC HOUS","999530","214433","40.755234","-73.944848"
"155775947","08/15/2016","04:30:00","QUEENS","OUTSIDE","114","0","STREET",,"1003771","214031","40.75412058","-73.92954124"
"225620485","03/12/2021","20:16:00","QUEENS","OUTSIDE","114","0","STREET",,"1008461","214709","40.75596992","-73.9126108"
"226762828","04/09/2021","20:40:00","QUEENS","OUTSIDE","114","0","STREET",,"1002583","213113","40.75160345","-73.93383169"
"216360327","08/09/2020","03:24:00","QUEENS","OUTSIDE","114","0","STREET",,"999778","214952","40.756658","-73.943949"
"214184458","06/14/2020","16:58:00","QUEENS","OUTSIDE","114","2","HOUSING",,"1002916","221441","40.774461","-73.932603"
"206847122","12/26/2019","04:25:00","QUEENS","OUTSIDE","114","0","STREET",,"1005335","213623","40.752999","-73.923895"
"275682382","10/10/2023","02:42:00","QUEENS","INSIDE","114","0","DWELLING","MULTI DWELL - APT BUILD","1008018","225388","40.785284","-73.914172"
"161644001","02/05/2017","03:59:00","QUEENS","OUTSIDE","115","0","STREET",,"1022505","212665","40.750311","-73.861928"
"142961420","05/17/2015","02:53:00","QUEENS","OUTSIDE","115","0","STREET",,"1019732","213857","40.753602","-73.871933"
"140286502","12/22/2014","19:44:00","QUEENS","OUTSIDE","115","0","STREET",,"1018364","212739","40.75053011","-73.87687613"
"91728835","07/20/2013","03:00:00","QUEENS","OUTSIDE","115","0","STREET",,"1012889","216234","40.76014242","-73.89662153"
"74595362","09/14/2010","03:16:00","QUEENS","OUTSIDE","115","0","STREET",,"1021014","214927","40.756527","-73.867297"
"291151315","08/03/2024","03:30:00","QUEENS","OUTSIDE","115","0","STREET",,"1018216","211933","40.74831842","-73.87741436"
"287913164","06/03/2024","01:40:00","QUEENS","OUTSIDE","115","0","STREET",,"1017100","218938","40.767559","-73.881407"
"195799804","04/09/2019","18:20:00","QUEENS","OUTSIDE","115","0","STREET",,"1021031","216635","40.76121294","-73.86722912"
"172915169","12/23/2017","05:00:00","QUEENS","OUTSIDE","115","0","STREET",,"1022798","215123","40.757056","-73.860859"
"162744956","03/13/2017","04:00:00","QUEENS","OUTSIDE","115","0","STREET",,"1016781","214676","40.75585265","-73.8825801"
"91852604","07/28/2013","15:20:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"964050","162568","40.612875","-74.072754"
"63429557","07/03/2009","04:50:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"960348","171964","40.638655","-74.086122"
"90907136","05/31/2013","02:35:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"959619","174486","40.645575","-74.088757"
"87389175","10/23/2012","23:20:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"960195","173153","40.64190889","-74.08667769"
"81619753","11/09/2011","16:20:00","STATEN ISLAND","OUTSIDE","120","0","STREET","MULTI DWELL - APT BUILD","938430","170972","40.63583667","-74.16508884"
"81215249","10/16/2011","02:00:00","STATEN ISLAND","OUTSIDE","120","0","STREET","BAR/NIGHT CLUB","948868","167655","40.626782","-74.127463"
"79369560","06/17/2011","22:07:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"960027","171660","40.63781047","-74.08727768"
"74759369","09/24/2010","08:14:00","STATEN ISLAND","OUTSIDE","120","0","STREET","PVT HOUSE","955951","161862","40.610916","-74.101921"
"74148454","08/14/2010","20:03:00","STATEN ISLAND","INSIDE","120","2","HOUSING","MULTI DWELL - PUBLIC HOUS","961251","166311","40.623141","-74.082847"
"72058235","04/03/2010","04:00:00","STATEN ISLAND","OUTSIDE","120","2","HOUSING","MULTI DWELL - PUBLIC HOUS","961251","166311","40.623141","-74.082847"
"72042976","04/03/2010","02:21:00","STATEN ISLAND","INSIDE","120","0","DWELLING","MULTI DWELL - APT BUILD","936721","172119","40.638985","-74.171253"
"56147289","01/28/2009","20:52:00","STATEN ISLAND","INSIDE","120","0","COMMERCIAL","GAS STATION","961678","171319","40.63689","-74.081326"
"56662014","02/09/2009","23:22:00","STATEN ISLAND","INSIDE","120","0","COMMERCIAL","GROCERY/BODEGA","941189","169903","40.632926","-74.155142"
"32821780","06/30/2007","03:45:00","STATEN ISLAND","INSIDE","120","0","DWELLING",,"961577","163519","40.615478","-74.081664"
"46869854","06/01/2008","18:52:00","STATEN ISLAND","OUTSIDE","120","0","PLAYGROUND",,"965329","163418","40.615203","-74.068148"
"45926423","04/23/2008","16:16:00","STATEN ISLAND","OUTSIDE","120","2","HOUSING","MULTI DWELL - PUBLIC HOUS","961330","165911","40.622044","-74.082563"
"33691633","08/11/2007","02:07:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"961171","162476","40.612615","-74.083123"
"33654454","08/08/2007","00:25:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"952412","170901","40.63570308","-74.11471162"
"229100210","06/04/2021","03:08:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"961209","163858","40.616401","-74.082989"
"23665375","08/01/2006","20:47:00","STATEN ISLAND","OUTSIDE","120","0","DWELLING",,"961577","163519","40.615478","-74.081664"
"23354123","07/08/2006","21:45:00","STATEN ISLAND","INSIDE","120","0","DWELLING","MULTI DWELL - APT BUILD","946783","170902","40.635693","-74.134993"
"314616792","10/16/2025","21:16:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"963392","167282","40.625813","-74.075139"
"277940860","11/22/2023","10:08:00","STATEN ISLAND","INSIDE","120","0","DWELLING","MULTI DWELL - APT BUILD","962873","174172",,
"276933344","11/03/2023","00:10:00","STATEN ISLAND","INSIDE","120","0","DWELLING","MULTI DWELL - APT BUILD","960915","171305","40.636841","-74.084073"
"270939176","07/06/2023","23:08:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"951999","168438","40.62894118648","-74.11618787789"
"236766473","11/19/2021","21:57:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"963772","166550","40.623796","-74.073767"
"229493104","06/11/2021","23:22:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"960349","163537","40.615517","-74.086088"
"186239403","08/09/2018","22:39:00","STATEN ISLAND","OUTSIDE","120","0","STREET","MULTI DWELL - APT BUILD","960020","172285","40.639528","-74.087302"
"212017047","04/14/2020","15:58:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"961299","162834","40.61358835","-74.08266454"
"165252468","05/27/2017","14:40:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"952517","172394","40.639802","-74.11434"
"168306287","08/21/2017","01:25:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"951991","171198","40.636518","-74.116229"
"155775754","08/13/2016","20:33:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"961156","162078","40.611515","-74.083174"
"153348406","05/20/2016","20:45:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"961161","161117","40.608876","-74.083155"
"152876301","05/08/2016","20:01:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"960831","163500","40.615416","-74.084349"
"109583823","04/15/2014","02:54:00","STATEN ISLAND","OUTSIDE","120","0","STREET",,"958114","173265","40.64221","-74.094175"
"93645906","11/18/2013","19:19:00","STATEN ISLAND","OUTSIDE","120","2","HOUSING",,"951319","171305","40.63681","-74.11865"
"292398443","07/31/2024","04:55:00","STATEN ISLAND","INSIDE","121","2","HOUSING","MULTI DWELL - PUBLIC HOUS","938890","170111","40.633486","-74.163425"
"138996870","10/02/2014","04:45:00","STATEN ISLAND","OUTSIDE","121","0","STREET",,"945636","171325","40.636842","-74.139126"
"161657603","02/06/2017","13:39:00","STATEN ISLAND","OUTSIDE","121","0","STREET",,"936721","172119","40.638977","-74.171252"
"45218813","04/03/2008","20:46:00","STATEN ISLAND","OUTSIDE","122","0","STREET",,"949281","160110","40.60607226","-74.12593663"
"144425809","07/11/2015","00:04:00","STATEN ISLAND","OUTSIDE","123","0","STREET",,"935581","142994","40.55902767","-74.17515216"
"189311506","10/26/2018","19:37:00","STATEN ISLAND","OUTSIDE","123","0","STREET",,"934190","142258","40.557","-74.18015"
"25701537","12/10/2006","01:53:00","QUEENS","OUTSIDE","113","0","STREET",,"1041888","187382","40.680819","-73.792191"
"75026825","10/12/2010","03:24:00","QUEENS","OUTSIDE","113","0","STREET",,"1048952","191568","40.69225012","-73.76668218"
"71938174","03/27/2010","06:41:00","QUEENS","INSIDE","113","0","DWELLING","PVT HOUSE","1043345","190598","40.689638","-73.786909"
"72008944","03/31/2010","16:10:00","QUEENS","OUTSIDE","113","0","STREET",,"1040181","184929","40.67408741","-73.79836572"
"63883793","07/20/2009","01:21:00","QUEENS","OUTSIDE","113","0","STREET","PVT HOUSE","1049735","182763","40.668086","-73.763945"
"56219999","02/01/2009","20:00:00","QUEENS","OUTSIDE","113","0","STREET",,"1052501","188028","40.682508","-73.753917"
"82760930","01/22/2012","01:30:00","QUEENS","OUTSIDE","113","0","STREET",,"1040904","186447","40.67824937","-73.79574652"
"80102965","08/02/2011","15:47:00","QUEENS","OUTSIDE","113","0","STREET",,"1052236","191700","40.692597","-73.754838"
"77776347","03/17/2011","23:50:00","QUEENS","OUTSIDE","113","0","STREET",,"1041924","190735","40.69001233","-73.79203244"
"76053489","12/17/2010","16:52:00","QUEENS","OUTSIDE","113","0","STREET",,"1054457","192929","40.695946","-73.746815"
"92952484","10/05/2013","01:39:00","QUEENS","OUTSIDE","113","0","STREET",,"1050829","184329","40.672367","-73.759983"
"93179754","10/20/2013","17:37:00","QUEENS","OUTSIDE","113","0","STREET",,"1046315","187088","40.67998073847","-73.7762339072"
"89923318","04/02/2013","16:45:00","QUEENS","OUTSIDE","113","0","STREET",,"1048504","193452","40.697426","-73.768277"
"91404971","06/29/2013","04:30:00","QUEENS","OUTSIDE","113","0","STREET","PVT HOUSE","1052857","188829","40.684712","-73.752629"
"91404964","06/30/2013","00:33:00","QUEENS","OUTSIDE","113","0","STREET",,"1046315","187088","40.67998073847","-73.7762339072"
"88842466","01/27/2013","03:00:00","QUEENS","OUTSIDE","113","0","STREET","BAR/NIGHT CLUB","1050682","186795","40.679148","-73.76049"
"86641729","09/08/2012","01:00:00","QUEENS","OUTSIDE","113","0","STREET",,"1048504","193452","40.697435","-73.768278"
"85040122","05/31/2012","22:23:00","QUEENS","OUTSIDE","113","0","STREET",,"1050524","184722","40.673456","-73.76108"
"146678733","07/20/2015","02:43:00","QUEENS","OUTSIDE","113","0","STREET",,"1046315","187088","40.67998073847","-73.7762339072"
"141397285","03/15/2015","02:15:00","QUEENS","OUTSIDE","113","0","STREET",,"1045319","187942","40.682326","-73.779815"
"145473254","08/19/2015","22:46:00","QUEENS","OUTSIDE","113","0","STREET",,"1050577","194093","40.69916861","-73.76079754"
"138322730","08/20/2014","21:10:00","QUEENS","OUTSIDE","113","0","STREET",,"1047801","183445","40.669963","-73.770907"
"196276903","04/19/2019","00:12:00","QUEENS","OUTSIDE","113","0","STREET",,"1053636","190565","40.689463","-73.749799"
"176214208","03/22/2018","15:19:00","QUEENS","OUTSIDE","113","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1044794","188802","40.684689","-73.781699"
"171254024","11/03/2017","17:32:00","QUEENS","OUTSIDE","113","0","STREET",,"1050813","184018","40.671514","-73.760043"
"171692495","11/17/2017","14:20:00","QUEENS","INSIDE","113","0","DWELLING","MULTI DWELL - APT BUILD","1050829","184329","40.672367","-73.759983"
"161095442","01/26/2017","13:00:00","QUEENS","OUTSIDE","113","0","STREET",,"1048732","195332","40.702583","-73.76743947"
"218777493","10/05/2020","12:00:00","QUEENS","OUTSIDE","113","0","STREET",,"1049416","183677","40.6705878","-73.7650853"
"211362214","03/20/2020","19:04:00","QUEENS","OUTSIDE","113","0","STREET",,"1041589","187579","40.681353","-73.793266"
"202140604","09/08/2019","20:19:00","QUEENS","OUTSIDE","113","0","STREET",,"1051183","191065","40.690853","-73.758639"
"204138620","10/23/2019","19:53:00","QUEENS","OUTSIDE","113","0","STREET",,"1045280","185698","40.67616445","-73.77997666"
"248100044","07/15/2022","22:40:00","QUEENS","OUTSIDE","113","0","STREET",,"1053226","197065","40.70730577","-73.75121376"
"243767592","04/16/2022","21:57:00","QUEENS","OUTSIDE","113","0","STREET",,"1044480","188538","40.683975","-73.782835"
"244335706","04/28/2022","21:32:00","QUEENS","OUTSIDE","113","0","STREET","PVT HOUSE","1042850","187479","40.681071","-73.788718"
"238004076","12/17/2021","06:21:00","QUEENS","OUTSIDE","113","0","STREET","PVT HOUSE","1043251","187997","40.682491","-73.787269"
"234071999","09/24/2021","03:15:00","QUEENS","OUTSIDE","113","0","STREET",,"1049434","184137","40.67185","-73.765015"
"231047708","07/18/2021","14:20:00","QUEENS","OUTSIDE","113","0","STREET",,"1044760","192505","40.694853","-73.781787"
"279683077","12/29/2023","03:43:00","QUEENS","INSIDE","113","0","COMMERCIAL","RESTAURANT/DINER","1047268","189119","40.685551","-73.772776"
"284155823","03/21/2024","22:33:00","QUEENS","OUTSIDE","113","0","STREET",,"1049436","188454","40.683708","-73.764967"
"283883226","03/16/2024","19:18:00","QUEENS","OUTSIDE","113","0","STREET",,"1046640","184405","40.672616","-73.775085"
"251254154","09/18/2022","02:40:00","QUEENS","OUTSIDE","114","0","STREET",,"1011546","216047","40.7596334","-73.90147013"
"300318398","01/30/2025","17:58:00","QUEENS","OUTSIDE","114","0","STREET",,"1009645","213978","40.75397","-73.90834"
"9953250","01/01/2006","02:34:00","QUEENS","OUTSIDE","114","0","COMMERCIAL","BAR/NIGHT CLUB","1002576","221583","40.774861","-73.933833"
"51599977","09/23/2008","00:03:00","QUEENS","OUTSIDE","114","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1009786","215085","40.75699822","-73.90782681"
"51724136","09/28/2008","04:42:00","QUEENS","OUTSIDE","114","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1003021","216517","40.760956","-73.93224"
"46425489","05/13/2008","23:50:00","QUEENS","OUTSIDE","114","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1002941","220905","40.772991","-73.932514"
"62199687","05/28/2009","15:30:00","QUEENS","OUTSIDE","114","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1002692","220879","40.77293","-73.933416"
